doctor_id,first_name,last_name,specialization,phone_number,years_experience,hospital_id,hospital_branch,email,reputation_score,public_medical_opinion_index
DOC-00002380,Inocencio,الراشد,Oncology,14537301468,9,HOSP-SOU-00071,Asan Medical Center,dr.inocencio.الراشد@asanmedicalcenter.com,3.5,73.35
DOC-00002381,Sina,橋本,Pediatrics,070-4742-3702,5,HOSP-SOU-00071,Asan Medical Center,dr.sina.橋本@asanmedicalcenter.com,3.07,63.52
DOC-00002382,琴,Garcia,Obstetrics,47-1263-9224,13,HOSP-SOU-00071,Asan Medical Center,dr.琴.garcia@asanmedicalcenter.com,3.08,64.1
DOC-00002383,Jennifer,Lejeune,Cardiology,271-206-1976,10,HOSP-SOU-00071,Asan Medical Center,dr.jennifer.lejeune@asanmedicalcenter.com,2.95,57.04
DOC-00002384,Roger,द्विवेदी,Internal Medicine,+1-698-763-5593,11,HOSP-SOU-00071,Asan Medical Center,dr.roger.द्विवेदी@asanmedicalcenter.com,2.81,47.15
DOC-00002385,Gioacchino,الحجار,Anesthesiology,516-306-9111x9439,7,HOSP-SOU-00071,Asan Medical Center,dr.gioacchino.الحجار@asanmedicalcenter.com,3.11,54.22
DOC-00002386,Maggie,이,Oncology,15602931799,5,HOSP-SOU-00071,Asan Medical Center,dr.maggie.이@asanmedicalcenter.com,3.11,58.82
DOC-00002387,Jonathon,Torrent,Oncology,1-844-706-8409,6,HOSP-SOU-00071,Asan Medical Center,dr.jonathon.torrent@asanmedicalcenter.com,2.72,60.89
DOC-00002388,直子,Washington,Nephrology,18187263717,14,HOSP-SOU-00071,Asan Medical Center,dr.直子.washington@asanmedicalcenter.com,3.57,73.25
DOC-00002389,Matthew,Carter,Internal Medicine,+61 457 032 811,3,HOSP-SOU-00071,Asan Medical Center,dr.matthew.carter@asanmedicalcenter.com,2.31,48.82
DOC-00002390,Freia,안,Emergency Medicine,052-363-2127,7,HOSP-SOU-00071,Asan Medical Center,dr.freia.안@asanmedicalcenter.com,2.48,56.65
DOC-00002391,七夏,Byrne,Rheumatology,080-9508-5842,4,HOSP-SOU-00071,Asan Medical Center,dr.七夏.byrne@asanmedicalcenter.com,3.23,60.41
DOC-00002392,Katherine,Brancaccio,Rheumatology,(927) 090-4268,9,HOSP-SOU-00071,Asan Medical Center,dr.katherine.brancaccio@asanmedicalcenter.com,2.95,59.24
DOC-00002393,Jamie,Solsona,Oncology,+91 7713913753,12,HOSP-SOU-00071,Asan Medical Center,dr.jamie.solsona@asanmedicalcenter.com,3.36,73.71
DOC-00002394,直人,周,Pediatrics,0253936871,19,HOSP-SOU-00071,Asan Medical Center,dr.直人.周@asanmedicalcenter.com,4.07,82.36
DOC-00002395,Astrid,Dörr,Surgery,15712822213,8,HOSP-SOU-00071,Asan Medical Center,dr.astrid.dörr@asanmedicalcenter.com,3.23,58.57
DOC-00002396,Mario,高橋,Dermatology,03-7859-3831,8,HOSP-SOU-00071,Asan Medical Center,dr.mario.高橋@asanmedicalcenter.com,3.44,74.16
DOC-00002397,Michel,Snyder,Internal Medicine,0766580391,10,HOSP-SOU-00071,Asan Medical Center,dr.michel.snyder@asanmedicalcenter.com,3.07,59.95
DOC-00002398,Katherine,Mitchell,Orthopedics,+34 730 45 63 08,5,HOSP-UNI-00072,Rashid Hospital,dr.katherine.mitchell@rashidhospital.com,2.4,54.09
DOC-00002399,七夏,Stevens,Dermatology,11-0195-7594,12,HOSP-UNI-00072,Rashid Hospital,dr.七夏.stevens@rashidhospital.com,3.15,54.86
DOC-00002400,Ana Clara,Wood,Dermatology,0553105328,9,HOSP-UNI-00072,Rashid Hospital,dr.ana clara.wood@rashidhospital.com,2.81,65.52
DOC-00002401,Ian,रेड्डी,Hematology,+39 334161691,15,HOSP-UNI-00072,Rashid Hospital,dr.ian.रेड्डी@rashidhospital.com,3.54,61.38
DOC-00002402,Luís,ताम्बे,Dermatology,+55 21 3481 5765,11,HOSP-UNI-00072,Rashid Hospital,dr.luís.ताम्बे@rashidhospital.com,3.09,51.98
DOC-00002403,Margot,伊藤,Dermatology,053-903-8145,4,HOSP-UNI-00072,Rashid Hospital,dr.margot.伊藤@rashidhospital.com,2.38,50.69
DOC-00002404,Erica,Day,Orthopedics,05 49 76 94 71,6,HOSP-UNI-00072,Rashid Hospital,dr.erica.day@rashidhospital.com,2.38,49.77
DOC-00002405,Alexis,Allard,Orthopedics,(0115) 496 0678,8,HOSP-UNI-00072,Rashid Hospital,dr.alexis.allard@rashidhospital.com,2.74,62.91
DOC-00002406,Greca,Pausini,Orthopedics,02-3520-3787,11,HOSP-UNI-00072,Rashid Hospital,dr.greca.pausini@rashidhospital.com,3.01,69.26
DOC-00002407,अदिती,द्विवेदी,Pulmonology,001-511-518-1456x97806,9,HOSP-UNI-00072,Rashid Hospital,dr.अदिती.द्विवेदी@rashidhospital.com,3.1,57.54
DOC-00002408,洋介,Ribeiro,Orthopedics,018-699-7147,2,HOSP-UNI-00072,Rashid Hospital,dr.洋介.ribeiro@rashidhospital.com,2.36,43.69
DOC-00002409,勇,卢,Gastroenterology,+44306 9990808,12,HOSP-UNI-00072,Rashid Hospital,dr.勇.卢@rashidhospital.com,3.25,72.08
DOC-00002410,جمال الدّين,Harvey,Nephrology,963.720.6809x0961,11,HOSP-UNI-00072,Rashid Hospital,dr.جمال الدّين.harvey@rashidhospital.com,2.87,63.62
DOC-00002411,Lori,Perozzo,Dermatology,095-90579505,11,HOSP-UNI-00072,Rashid Hospital,dr.lori.perozzo@rashidhospital.com,3.45,63.54
DOC-00002412,Adelinde,Dawson,Orthopedics,+34950000166,7,HOSP-UNI-00072,Rashid Hospital,dr.adelinde.dawson@rashidhospital.com,2.65,46.38
DOC-00002413,建,김,Emergency Medicine,+44(0)292018305,7,HOSP-UNI-00072,Rashid Hospital,dr.建.김@rashidhospital.com,3.23,58.18
DOC-00002414,ميلاء,渡辺,Orthopedics,070-1596-9380,7,HOSP-UNI-00072,Rashid Hospital,dr.ميلاء.渡辺@rashidhospital.com,3.25,71.28
DOC-00002415,Tyrone,De Oliveira,Dermatology,+44191 4960544,11,HOSP-UNI-00072,Rashid Hospital,dr.tyrone.de oliveira@rashidhospital.com,3.43,76.61
DOC-00002416,زكي,松本,Orthopedics,+91 7866029105,12,HOSP-UNI-00072,Rashid Hospital,dr.زكي.松本@rashidhospital.com,3.02,59.33
DOC-00002417,稔,Gutierrez,Pediatrics,02205 715038,9,HOSP-UNI-00072,Rashid Hospital,dr.稔.gutierrez@rashidhospital.com,2.81,56.12
DOC-00002418,Neil,Tröst,Oncology,+91 021 3020838,15,HOSP-UNI-00072,Rashid Hospital,dr.neil.tröst@rashidhospital.com,3.11,55.75
DOC-00002419,Kimberly,Merisi,Cardiology,09613841852,2,HOSP-UNI-00072,Rashid Hospital,dr.kimberly.merisi@rashidhospital.com,2.16,49.98
DOC-00002420,خليفة,李,Neurology,+33 5 81 30 86 86,6,HOSP-UNI-00072,Rashid Hospital,dr.خليفة.李@rashidhospital.com,3.08,55.39
DOC-00002421,京助,Mills,Orthopedics,+34953837086,5,HOSP-UNI-00072,Rashid Hospital,dr.京助.mills@rashidhospital.com,3.09,65.41
DOC-00002422,Loretta,山田,Orthopedics,0402 882 134,5,HOSP-UNI-00072,Rashid Hospital,dr.loretta.山田@rashidhospital.com,2.61,44.68
DOC-00002423,روفيدا,王,Surgery,044-715-4819,10,HOSP-UNI-00072,Rashid Hospital,dr.روفيدا.王@rashidhospital.com,3.57,61.86
DOC-00002424,Anna,董,Ophthalmology,+55 41 4734-0406,11,HOSP-UNI-00072,Rashid Hospital,dr.anna.董@rashidhospital.com,3.28,62.08
DOC-00002425,Anatol,沈,Surgery,+55 61 8054-3851,13,HOSP-UNI-00072,Rashid Hospital,dr.anatol.沈@rashidhospital.com,3.61,75.14
DOC-00002426,Ruggero,Rocha,Surgery,+33 2 51 91 84 97,17,HOSP-UNI-00072,Rashid Hospital,dr.ruggero.rocha@rashidhospital.com,3.96,81.42
DOC-00002427,Lorena,Hunt,Gastroenterology,+44(0)191 4960411,8,HOSP-UNI-00072,Rashid Hospital,dr.lorena.hunt@rashidhospital.com,2.73,49.84
DOC-00002428,Richard,伊藤,Internal Medicine,15541781724,8,HOSP-UNI-00073,Dubai Hospital,dr.richard.伊藤@dubaihospital.com,2.51,49.18
DOC-00002429,Annetta,Acuña,Obstetrics,12-3311-9234,9,HOSP-UNI-00073,Dubai Hospital,dr.annetta.acuña@dubaihospital.com,3.25,57.54
DOC-00002430,香織,Lindau,Surgery,017-24322089,10,HOSP-UNI-00073,Dubai Hospital,dr.香織.lindau@dubaihospital.com,2.72,51.88
DOC-00002431,杨,Comas,Obstetrics,+49(0)5576 265656,9,HOSP-UNI-00073,Dubai Hospital,dr.杨.comas@dubaihospital.com,3.02,66.02
DOC-00002432,Dorothée,Carro,Ophthalmology,07 8898 0579,14,HOSP-UNI-00073,Dubai Hospital,dr.dorothée.carro@dubaihospital.com,3.03,53.95
DOC-00002433,جلاء,Meyer,Internal Medicine,3755865597,6,HOSP-UNI-00073,Dubai Hospital,dr.جلاء.meyer@dubaihospital.com,2.91,58.9
DOC-00002434,Terri,साहा,Surgery,+61 437 488 189,7,HOSP-UNI-00073,Dubai Hospital,dr.terri.साहा@dubaihospital.com,3.37,61.87
DOC-00002435,Terry,渡辺,Obstetrics,080-9794-9668,5,HOSP-UNI-00073,Dubai Hospital,dr.terry.渡辺@dubaihospital.com,2.8,47.81
DOC-00002436,Donald,Andrade,Internal Medicine,061-042-1781,3,HOSP-UNI-00073,Dubai Hospital,dr.donald.andrade@dubaihospital.com,3.14,62.46
DOC-00002437,娜,Rush,Surgery,+44(0)151 4960024,9,HOSP-UNI-00073,Dubai Hospital,dr.娜.rush@dubaihospital.com,3.35,59.8
DOC-00002438,Jessica,Dalla,Gastroenterology,02-7690-2590,9,HOSP-UNI-00073,Dubai Hospital,dr.jessica.dalla@dubaihospital.com,3.44,62.95
DOC-00002439,لورا,민,Surgery,+33 5 45 85 27 66,8,HOSP-UNI-00073,Dubai Hospital,dr.لورا.민@dubaihospital.com,3.38,75.19
DOC-00002440,Sean,송,Surgery,15305958214,10,HOSP-UNI-00073,Dubai Hospital,dr.sean.송@dubaihospital.com,2.99,68.44
DOC-00002441,준서,नारायण,Pathology,011-296-9300,6,HOSP-UNI-00073,Dubai Hospital,dr.준서.नारायण@dubaihospital.com,2.52,59.1
DOC-00002442,윤서,沈,Internal Medicine,443.835.7533x2324,9,HOSP-UNI-00073,Dubai Hospital,dr.윤서.沈@dubaihospital.com,3.44,61.47
DOC-00002443,Maureen,Soto,Internal Medicine,+441514960717,15,HOSP-UNI-00073,Dubai Hospital,dr.maureen.soto@dubaihospital.com,3.1,67.31
DOC-00002444,Jamie,Ferragamo,Surgery,18725817522,19,HOSP-UNI-00073,Dubai Hospital,dr.jamie.ferragamo@dubaihospital.com,3.74,65.29
DOC-00002445,순자,陈,Obstetrics,(0909)8790681,9,HOSP-UNI-00073,Dubai Hospital,dr.순자.陈@dubaihospital.com,2.66,61.08
DOC-00002446,José,许,Internal Medicine,017-577-2223,11,HOSP-UNI-00073,Dubai Hospital,dr.josé.许@dubaihospital.com,2.8,52.07
DOC-00002447,Marina,Little,Rheumatology,017-951-4446,6,HOSP-UNI-00073,Dubai Hospital,dr.marina.little@dubaihospital.com,2.43,54.45
DOC-00002448,Luke,山崎,Surgery,052-01398096,12,HOSP-UNI-00073,Dubai Hospital,dr.luke.山崎@dubaihospital.com,3.51,70.54
DOC-00002449,زهرة,Zhang,Surgery,+49(0)7078261602,15,HOSP-UNI-00073,Dubai Hospital,dr.زهرة.zhang@dubaihospital.com,3.77,75.78
DOC-00002450,Samuel,Maspero,Surgery,02-7875-8229,16,HOSP-UNI-00073,Dubai Hospital,dr.samuel.maspero@dubaihospital.com,3.44,68.45
DOC-00002451,亮介,Mallet,Obstetrics,0931703693,10,HOSP-UNI-00073,Dubai Hospital,dr.亮介.mallet@dubaihospital.com,3.04,68.39
DOC-00002452,Maxi,Botticelli,Internal Medicine,+34 803 14 94 89,15,HOSP-UNI-00073,Dubai Hospital,dr.maxi.botticelli@dubaihospital.com,3.89,80.79
DOC-00002453,静,Perales,Surgery,+34 942 81 12 91,3,HOSP-UNI-00073,Dubai Hospital,dr.静.perales@dubaihospital.com,2.76,50.29
DOC-00002454,Matthew,Franzese,Obstetrics,080-7744-6150,8,HOSP-UNI-00073,Dubai Hospital,dr.matthew.franzese@dubaihospital.com,3.23,73.88
DOC-00002455,Dan,Bull,Gastroenterology,090-2765-8846,7,HOSP-UNI-00073,Dubai Hospital,dr.dan.bull@dubaihospital.com,3.42,69.44
DOC-00002456,Mikhail,آل علي,Surgery,044-831-2393,10,HOSP-UNI-00073,Dubai Hospital,dr.mikhail.آل علي@dubaihospital.com,2.67,45.92
DOC-00002457,João Gabriel,Davies,Obstetrics,08401598303,14,HOSP-UNI-00073,Dubai Hospital,dr.joão gabriel.davies@dubaihospital.com,3.58,75.36
DOC-00002458,Isaac,田中,Obstetrics,02676 480826,19,HOSP-UNI-00073,Dubai Hospital,dr.isaac.田中@dubaihospital.com,3.79,80.06
DOC-00002459,Kieran,萧,Anesthesiology,(315) 519-9837,13,HOSP-UNI-00073,Dubai Hospital,dr.kieran.萧@dubaihospital.com,3.54,74.63
DOC-00002460,Matthew,伊藤,Neurology,+55 31 7153 7654,5,HOSP-CHI-00074,Huashan Hospital,dr.matthew.伊藤@huashanhospital.com,3.05,69.51
DOC-00002461,Manuella,Matthäi,Pediatrics,01632960030,10,HOSP-CHI-00074,Huashan Hospital,dr.manuella.matthäi@huashanhospital.com,3.31,61.84
DOC-00002462,Lori,آل عايض,Urology,070-6607-5618,7,HOSP-CHI-00074,Huashan Hospital,dr.lori.آل عايض@huashanhospital.com,2.45,58.48
DOC-00002463,باهرة,김,Neurology,5127109864,10,HOSP-CHI-00074,Huashan Hospital,dr.باهرة.김@huashanhospital.com,3.17,67.1
DOC-00002464,सुनीती,Pierce,Pulmonology,0117 4960736,15,HOSP-CHI-00074,Huashan Hospital,dr.सुनीती.pierce@huashanhospital.com,3.2,55.56
DOC-00002465,Robin,Schaefer,Orthopedics,080-6351-9809,13,HOSP-CHI-00074,Huashan Hospital,dr.robin.schaefer@huashanhospital.com,3.38,62.66
DOC-00002466,성민,이,Oncology,+39 350527493,6,HOSP-CHI-00074,Huashan Hospital,dr.성민.이@huashanhospital.com,2.92,66.82
DOC-00002467,Jane,Fernandez,Pulmonology,+91 600 3960649,13,HOSP-CHI-00074,Huashan Hospital,dr.jane.fernandez@huashanhospital.com,3.55,74.79
DOC-00002468,秀芳,王,Anesthesiology,134.503.5428,11,HOSP-CHI-00074,Huashan Hospital,dr.秀芳.王@huashanhospital.com,3.61,66.42
DOC-00002469,Alessandro,Pires,Pediatrics,0590234722,4,HOSP-CHI-00074,Huashan Hospital,dr.alessandro.pires@huashanhospital.com,3.07,53.89
DOC-00002470,예원,Webb,Psychiatry,016-063-3673,8,HOSP-CHI-00074,Huashan Hospital,dr.예원.webb@huashanhospital.com,3.24,60.83
DOC-00002471,太郎,小林,Oncology,(398)556-8475x2120,13,HOSP-CHI-00074,Huashan Hospital,dr.太郎.小林@huashanhospital.com,3.62,68.43
DOC-00002472,Maria,Cunningham,Anesthesiology,81 1560-3685,9,HOSP-CHI-00074,Huashan Hospital,dr.maria.cunningham@huashanhospital.com,3.08,60.26
DOC-00002473,学,चतुर्वेदी,Orthopedics,0445487935,7,HOSP-CHI-00074,Huashan Hospital,dr.学.चतुर्वेदी@huashanhospital.com,2.7,62.26
DOC-00002474,राकेश,Meunier,Hematology,+34949 403 038,10,HOSP-CHI-00074,Huashan Hospital,dr.राकेश.meunier@huashanhospital.com,2.88,60.11
DOC-00002475,نادي,Casas,Pediatrics,+39 39017663186,10,HOSP-CHI-00074,Huashan Hospital,dr.نادي.casas@huashanhospital.com,3.14,54.46
DOC-00002476,कशोर,Bègue,Pediatrics,13015620002,6,HOSP-CHI-00074,Huashan Hospital,dr.कशोर.bègue@huashanhospital.com,2.75,49.14
DOC-00002477,Ester,Barberá,Pediatrics,062-153-0102,6,HOSP-CHI-00074,Huashan Hospital,dr.ester.barberá@huashanhospital.com,3.2,62.76
DOC-00002478,Albrecht,Hill,Infectious Disease,13321787579,14,HOSP-CHI-00074,Huashan Hospital,dr.albrecht.hill@huashanhospital.com,3.23,72.82
DOC-00002479,Rene,da Mata,Neurology,376-563-7342x9274,8,HOSP-CHI-00074,Huashan Hospital,dr.rene.da mata@huashanhospital.com,2.58,48.79
DOC-00002480,Brayan,Mendoza,Dermatology,064-774-5397,4,HOSP-CHI-00074,Huashan Hospital,dr.brayan.mendoza@huashanhospital.com,2.6,42.47
DOC-00002481,Francisco Javier,Vasconcelos,Nephrology,00268115819,3,HOSP-CHI-00074,Huashan Hospital,dr.francisco javier.vasconcelos@huashanhospital.com,2.79,60.71
DOC-00002482,Jessica,पिल्लई,Oncology,+61 486 357 258,9,HOSP-CHI-00074,Huashan Hospital,dr.jessica.पिल्लई@huashanhospital.com,3.21,65.95
DOC-00002483,अरविन्द,Foster,Psychiatry,+49 (0) 5894 280319,6,HOSP-CHI-00074,Huashan Hospital,dr.अरविन्द.foster@huashanhospital.com,3.33,74.05
DOC-00002484,璐,Pires,Pediatrics,001-972-740-9735x449,9,HOSP-CHI-00074,Huashan Hospital,dr.璐.pires@huashanhospital.com,3.24,64.72
DOC-00002485,Jesus,Gonzalez,Emergency Medicine,031-298-4113,12,HOSP-CHI-00074,Huashan Hospital,dr.jesus.gonzalez@huashanhospital.com,3.07,59.44
DOC-00002486,Hardy,तमांग,Psychiatry,+49(0)7301 314291,10,HOSP-CHI-00074,Huashan Hospital,dr.hardy.तमांग@huashanhospital.com,3.36,74.99
DOC-00002487,Santino,Trebbi,Ophthalmology,+33 (0)2 79 46 29 81,11,HOSP-CHI-00074,Huashan Hospital,dr.santino.trebbi@huashanhospital.com,2.74,50.77
DOC-00002488,Enzo Gabriel,Webster,Neurology,(02).5731.0808,7,HOSP-CHI-00074,Huashan Hospital,dr.enzo gabriel.webster@huashanhospital.com,3.03,65.97
DOC-00002489,طبّاع,Cerro,Anesthesiology,02-3091-7361,12,HOSP-CHI-00074,Huashan Hospital,dr.طبّاع.cerro@huashanhospital.com,2.74,53.99
DOC-00002490,Roberto,حنبولي,Pediatrics,001-715-257-5803x652,7,HOSP-CHI-00074,Huashan Hospital,dr.roberto.حنبولي@huashanhospital.com,2.94,65.15
DOC-00002491,गुलज़ार,Butler,Anesthesiology,(029) 2018050,8,HOSP-CHI-00074,Huashan Hospital,dr.गुलज़ार.butler@huashanhospital.com,2.48,57.8
DOC-00002492,千代,中村,Orthopedics,+1-635-738-2810x9513,9,HOSP-CHI-00074,Huashan Hospital,dr.千代.中村@huashanhospital.com,3.08,52.45
DOC-00002493,Bernard,मित्रा,Oncology,+34 972 081 204,14,HOSP-CHI-00074,Huashan Hospital,dr.bernard.मित्रा@huashanhospital.com,2.9,56.56
DOC-00002494,琴,Goodwin,Neurology,062-528-4260,11,HOSP-CHI-00074,Huashan Hospital,dr.琴.goodwin@huashanhospital.com,3.57,81.07
DOC-00002495,Azeglio,홍,Anesthesiology,39223412401,9,HOSP-CHI-00074,Huashan Hospital,dr.azeglio.홍@huashanhospital.com,2.7,61.01
DOC-00002496,Claire,蒋,Internal Medicine,+34800 86 61 32,18,HOSP-CHI-00074,Huashan Hospital,dr.claire.蒋@huashanhospital.com,4.01,72.23
DOC-00002497,敏,Hellwig,Emergency Medicine,+34 930 938 964,6,HOSP-CHI-00074,Huashan Hospital,dr.敏.hellwig@huashanhospital.com,3.07,65.92
DOC-00002498,Simonetta,कपूर,Dermatology,+44(0)1154960369,12,HOSP-CHI-00074,Huashan Hospital,dr.simonetta.कपूर@huashanhospital.com,3.61,70.85
DOC-00002499,रीतिका,Pires,Oncology,41950111,14,HOSP-CHI-00074,Huashan Hospital,dr.रीतिका.pires@huashanhospital.com,3.36,64.83
DOC-00002500,Otto,강,Gastroenterology,041-656-9110,19,HOSP-CHI-00074,Huashan Hospital,dr.otto.강@huashanhospital.com,3.35,64.33
DOC-00002501,玉华,Lagarde,Pediatrics,14554010199,8,HOSP-CHI-00074,Huashan Hospital,dr.玉华.lagarde@huashanhospital.com,2.5,48.56
DOC-00002502,Luís,Trincavelli,Psychiatry,770-716-7821,7,HOSP-CHI-00074,Huashan Hospital,dr.luís.trincavelli@huashanhospital.com,3.13,69.87
DOC-00002503,विजया,Woodard,Oncology,08749955102,6,HOSP-CHI-00075,Ruijin Hospital,dr.विजया.woodard@ruijinhospital.com,2.51,41.95
DOC-00002504,Erick,آل خضير,Internal Medicine,+1 (975) 646-8615,11,HOSP-CHI-00075,Ruijin Hospital,dr.erick.آل خضير@ruijinhospital.com,3.0,62.14
DOC-00002505,옥순,Simpson,Pathology,0557479681,18,HOSP-CHI-00075,Ruijin Hospital,dr.옥순.simpson@ruijinhospital.com,4.05,90.42
DOC-00002506,Angelina,石川,Surgery,1-989-405-8301,5,HOSP-CHI-00075,Ruijin Hospital,dr.angelina.石川@ruijinhospital.com,3.16,60.67
DOC-00002507,Suzanne,김,Hematology,+33 (0)4 81 63 43 51,10,HOSP-CHI-00075,Ruijin Hospital,dr.suzanne.김@ruijinhospital.com,3.35,68.54
DOC-00002508,Lilija,Baker,Oncology,090-4336-7309,16,HOSP-CHI-00075,Ruijin Hospital,dr.lilija.baker@ruijinhospital.com,3.21,70.57
DOC-00002509,Christopher,Gay,Oncology,658-897-6068x94213,15,HOSP-CHI-00075,Ruijin Hospital,dr.christopher.gay@ruijinhospital.com,3.75,76.69
DOC-00002510,洁,山口,Anesthesiology,+39 341676729,4,HOSP-CHI-00075,Ruijin Hospital,dr.洁.山口@ruijinhospital.com,2.38,50.01
DOC-00002511,मणि,莫,Dermatology,019-189-2438,8,HOSP-CHI-00075,Ruijin Hospital,dr.मणि.莫@ruijinhospital.com,3.3,72.43
DOC-00002512,Jill,Millet,Oncology,05306370812,11,HOSP-CHI-00075,Ruijin Hospital,dr.jill.millet@ruijinhospital.com,2.94,55.66
DOC-00002513,Michelle,서,Gynecology,621-884-7045 x460,7,HOSP-CHI-00075,Ruijin Hospital,dr.michelle.서@ruijinhospital.com,2.81,49.17
DOC-00002514,Benito,Arregui,Radiology,063-654-4122,15,HOSP-CHI-00075,Ruijin Hospital,dr.benito.arregui@ruijinhospital.com,3.05,60.0
DOC-00002515,Joshua,谢,Dermatology,(051) 7134-5169,6,HOSP-CHI-00075,Ruijin Hospital,dr.joshua.谢@ruijinhospital.com,3.08,55.52
DOC-00002516,Fortunata,蔡,Ophthalmology,018-366-7220,12,HOSP-CHI-00075,Ruijin Hospital,dr.fortunata.蔡@ruijinhospital.com,3.18,66.51
DOC-00002517,Samuel,فصيل,Surgery,+34843 600 240,9,HOSP-CHI-00075,Ruijin Hospital,dr.samuel.فصيل@ruijinhospital.com,2.67,47.79
DOC-00002518,Matthew,آل صفوان,Oncology,431.574.6139,10,HOSP-CHI-00075,Ruijin Hospital,dr.matthew.آل صفوان@ruijinhospital.com,2.97,65.95
DOC-00002519,Geneviève,Ferreras,Internal Medicine,016-616-1938,7,HOSP-CHI-00075,Ruijin Hospital,dr.geneviève.ferreras@ruijinhospital.com,3.08,59.06
DOC-00002520,Émilie,Gallo,Ophthalmology,30-3853-2942,14,HOSP-CHI-00075,Ruijin Hospital,dr.émilie.gallo@ruijinhospital.com,3.27,59.25
DOC-00002521,Donato,Pärtzelt,Psychiatry,(984)963-5384x6832,9,HOSP-CHI-00075,Ruijin Hospital,dr.donato.pärtzelt@ruijinhospital.com,3.02,57.39
DOC-00002522,春香,김,Emergency Medicine,+55 (071) 7072 8767,7,HOSP-CHI-00075,Ruijin Hospital,dr.春香.김@ruijinhospital.com,3.07,61.85
DOC-00002523,Kayleigh,祝,Pulmonology,345900645,13,HOSP-CHI-00075,Ruijin Hospital,dr.kayleigh.祝@ruijinhospital.com,3.27,68.67
DOC-00002524,Raven,Jackson,Ophthalmology,18806395799,9,HOSP-CHI-00075,Ruijin Hospital,dr.raven.jackson@ruijinhospital.com,2.57,51.14
DOC-00002525,Salvi,Stumpf,Oncology,15518282694,13,HOSP-CHI-00075,Ruijin Hospital,dr.salvi.stumpf@ruijinhospital.com,2.92,55.42
DOC-00002526,亮介,Smith,Emergency Medicine,589.684.4202,14,HOSP-CHI-00075,Ruijin Hospital,dr.亮介.smith@ruijinhospital.com,2.94,49.91
DOC-00002527,Mark,Câmara,Internal Medicine,+1-852-623-3323,17,HOSP-CHI-00075,Ruijin Hospital,dr.mark.câmara@ruijinhospital.com,3.15,69.25
DOC-00002528,Harry,Salcedo,Pediatrics,189-467-9097 x521,9,HOSP-CHI-00075,Ruijin Hospital,dr.harry.salcedo@ruijinhospital.com,2.72,50.88
DOC-00002529,Salvador,Kaul,Obstetrics,090-5266-7692,11,HOSP-CHI-00075,Ruijin Hospital,dr.salvador.kaul@ruijinhospital.com,2.82,54.11
